measurement.ID,sites.sitename,plot.name,stand.age,dominant.life.form,dominant.veg,scientific.name,veg.notes,variable.name,date,date.loc,start.date,start.date.loc,end.date,end.date.loc,mean,n,stat.name,stat,area.sampled,notes,method.ID,allometry_1,allometry_2,min.dbh,depth,covariate_1,coV_1.value,covariate_2,coV_2.value,conflicts,R.group,S.group,D.group,D.precedence,conflict.type,D.precedence.measurement.ID,conflicts.notes,citation.ID,loaded.from,source.notes,measurement.ID.v1,loaded.by,checked.ori.pub,ForC.investigator,required.citations,flag.suspicious
605,Andrews 9,Managed,166,woody,2TEN,NA,NAC,ANPP_2_C,2001,8,NA,9,NA,9,6.16,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,"Original source listed in Luyssaert: Law, pers. comm.  Site Reference = Law 2004",NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
609,Andrews 9,Managed,166,woody,2TEN,NA,NAC,NPP_2_C,2001,8,NA,9,NA,9,8.05,NAC,NAC,NAC,NAC,NA,NAC,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law. site ref = Law 2004,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
610,Andrews 9,Managed,166,woody,2TEN,NA,NAC,NPP_1_C,2001,8,NA,9,NA,9,8.04,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,"Original source listed in Luyssaert: Law, pers. comm.  Site Reference = Law 2004",NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
624,Andrews watershed 10,NI,450,woody,2TEN,NA,NAC,ANPP_2_C,1972,8,NA,9,NA,9,5.5,NAC,NAC,NAC,NAC,NA,120,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,DeAngelis_1981_pofe,Luyssaert_2007_cbob,original sources listed in DeAngelis_1981_pofe,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
626,Andrews watershed 10,NI,450,woody,2TEN,NA,NAC,NPP_1_C,1972,8,NA,9,NA,9,8.9,NAC,NAC,NAC,NAC,NA,120,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,DeAngelis_1981_pofe,Luyssaert_2007_cbob,original sources listed in DeAngelis_1981_pofe,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
654,Ashu Kyoto,unmanaged,150,woody,2TDB,NA,NAC,ANPP_2_C,1966,8,NA,9,NA,9,4.75,NAC,NAC,NAC,NAC,NA,120,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,DeAngelis_1981_pofe,Luyssaert_2007_cbob,original sources listed in DeAngelis_1981_pofe,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
656,Ashu Kyoto,unmanaged,150,woody,2TDB,NA,NAC,NPP_1_C,1966,8,NA,9,NA,9,5.45,NAC,NAC,NAC,NAC,NA,120,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,DeAngelis_1981_pofe,Luyssaert_2007_cbob,original sources listed in DeAngelis_1981_pofe,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
665,AspenFACE,Ambient - aspen-birch mix,4,woody,2TDB,NA,NAC,NPP_1_C,2001,8,NA,9,NA,9,2.29,3,NI,NI,NAC,NA,NAC,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Norby_2005_frte,NA,originally entered in Bety-DB; data download 4/10/2014,NA,Mohammad Moein Zavarehee Azimi,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
671,AspenFACE,Ambient - aspen-birch mix,5,woody,2TDB,NA,NAC,NPP_1_C,2002,8,NA,9,NA,9,3.05,3,NI,NI,NAC,NA,NAC,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Norby_2005_frte,NA,originally entered in Bety-DB; data download 4/10/2014,NA,Mohammad Moein Zavarehee Azimi,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
677,AspenFACE,Ambient - aspen-birch mix,6,woody,2TDB,NA,NAC,NPP_1_C,2003,8,NA,9,NA,9,3.15,3,NI,NI,NAC,NA,NAC,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Norby_2005_frte,NA,originally entered in Bety-DB; data download 4/10/2014,NA,Mohammad Moein Zavarehee Azimi,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
753,AspenFACE,Ambient - pure aspen,6,woody,2TDB,Populus tremuloides,POTR5,NPP_1_C,2003,8,NA,9,NA,9,4.24,3,NI,NI,NAC,NA,NAC,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Norby_2005_frte,NA,originally entered in Bety-DB; data download 4/10/2014,NA,Mohammad Moein Zavarehee Azimi,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
796,AspenFACE,Elevated CO2 - aspen-birch mix,4,woody,2TDB,NA,NAC,NPP_1_C,2001,8,NA,9,NA,9,4.46,3,NI,NI,NAC,NA,NAC,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Norby_2005_frte,NA,originally entered in Bety-DB; data download 4/10/2014,NA,Mohammad Moein Zavarehee Azimi,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
802,AspenFACE,Elevated CO2 - aspen-birch mix,5,woody,2TDB,NA,NAC,NPP_1_C,2002,8,NA,9,NA,9,5.18,3,NI,NI,NAC,NA,NAC,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Norby_2005_frte,NA,originally entered in Bety-DB; data download 4/10/2014,NA,Mohammad Moein Zavarehee Azimi,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
808,AspenFACE,Elevated CO2 - aspen-birch mix,6,woody,2TDB,NA,NAC,NPP_1_C,2003,8,NA,9,NA,9,4.95,3,NI,NI,NAC,NA,NAC,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Norby_2005_frte,NA,originally entered in Bety-DB; data download 4/10/2014,NA,Mohammad Moein Zavarehee Azimi,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
884,AspenFACE,Elevated CO2 - pure aspen,6,woody,2TDB,Populus tremuloides,POTR5,NPP_1_C,2003,8,NA,9,NA,9,5.41,3,NI,NI,NAC,NA,NAC,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Norby_2005_frte,NA,originally entered in Bety-DB; data download 4/10/2014,NA,Mohammad Moein Zavarehee Azimi,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
951,Aubure (Natural regeneration),Managed,161,woody,2TDB,NA,NAC,ANPP_1_C,1995,8,NA,9,NA,9,2.3,NAC,NAC,NAC,NAC,NA,149,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Schulze_2000_tcan,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
954,Aubure (Natural regeneration),Managed,161,woody,2TDB,NA,NAC,ANPP_2_C,1995,8,NA,9,NA,9,3.36,NAC,NAC,NAC,NAC,NA,149,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Schulze_2000_tcan,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
958,Aubure (Natural regeneration),Managed,161,woody,2TDB,NA,NAC,NPP_1_C,1995,8,NA,9,NA,9,4.32,NAC,NAC,NAC,NAC,NA,149,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Schulze_2000_tcan,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
968,Aubure (Planted),Managed,NRA,woody,2TEN,Picea abies ,PIAB,ANPP_1_C,1995,8,NA,9,NA,9,2.44,NAC,NAC,NAC,NAC,NA,149,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Schulze_2000_tcan,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
971,Aubure (Planted),Managed,NRA,woody,2TEN,Picea abies ,PIAB,ANPP_2_C,1995,8,NA,9,NA,9,3.5,NAC,NAC,NAC,NAC,NA,149,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Schulze_2000_tcan,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
975,Aubure (Planted),Managed,NRA,woody,2TEN,Picea abies ,PIAB,NPP_1_C,1995,8,NA,9,NA,9,4.17,NAC,NAC,NAC,NAC,NA,149,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Schulze_2000_tcan,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
1246,Bartlett,Managed,77,woody,2TDB,NA,NAC,NPP_1_C,NA,9,1999,8,2002,8,5.14,NAC,NAC,NAC,NAC,NA,210,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Ollinger_2005_nppa,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
1252,Battle Ax 1,recently disturbed,14,woody,2TEN,NA,NAC,ANPP_1_C,2001,8,NA,9,NA,9,0.35,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
1255,Battle Ax 1,recently disturbed,14,woody,2TEN,NA,NAC,ANPP_2_C,2001,8,NA,9,NA,9,0.31,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
1263,Battle Ax 2,Managed,49,woody,2TEN,NA,NAC,ANPP_1_C,2001,8,NA,9,NA,9,2.83,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
1266,Battle Ax 2,Managed,49,woody,2TEN,NA,NAC,ANPP_2_C,2001,8,NA,9,NA,9,3.79,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
1272,Battle Ax 3,Managed,30,woody,2TEN,NA,NAC,ANPP_1_C,2001,8,NA,9,NA,9,3.73,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
1275,Battle Ax 3,Managed,30,woody,2TEN,NA,NAC,ANPP_2_C,2001,8,NA,9,NA,9,4.77,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
1281,Battle Ax 4,Managed,35,woody,2TEN,NA,NAC,ANPP_1_C,2001,8,NA,9,NA,9,4.49,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
1284,Battle Ax 4,Managed,35,woody,2TEN,NA,NAC,ANPP_2_C,2001,8,NA,9,NA,9,5.32,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
1290,Battle Ax 5,unmanaged,154,woody,2TEN,NA,NAC,ANPP_1_C,2001,8,NA,9,NA,9,1.46,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
1293,Battle Ax 5,unmanaged,154,woody,2TEN,NA,NAC,ANPP_2_C,2001,8,NA,9,NA,9,1.99,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
1300,Battle Ax 6,unmanaged,67,woody,2TEN,NA,NAC,ANPP_1_C,2001,8,NA,9,NA,9,3.4,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
1303,Battle Ax 6,unmanaged,67,woody,2TEN,NA,NAC,ANPP_2_C,2001,8,NA,9,NA,9,2.75,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
1337,Bayreuth/Weiden Brunnen,Managed,46,woody,2TEN,NA,NAC,ANPP_1_C,NA,9,1995,8,1997,8,7.68,NAC,NAC,NAC,NAC,NA,163,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Mund_2002_gacs,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
1340,Bayreuth/Weiden Brunnen,Managed,46,woody,2TEN,NA,NAC,ANPP_2_C,NA,9,1995,8,1997,8,9.15,NAC,NAC,NAC,NAC,NA,163,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Mund_2002_gacs,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
1464,Belgium,Managed,NRA,woody,2TDB,NA,NAC,ANPP_2_C,1967,8,NA,9,NA,9,5.07,NAC,NAC,NAC,NAC,NA,120,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Esser_1997_weab,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
1466,Belgium,Managed,NRA,woody,2TDB,NA,NAC,NPP_1_C,1967,8,NA,9,NA,9,5.61,NAC,NAC,NAC,NAC,NA,120,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Esser_1997_weab,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
1475,Bhabar Shisham plantation chronosequence,Stand development of unmanaged monoculture.10 y,10,woody,2TEB,Dalbergia sissoo,DASI,NPP_1_OM,1996.666667,6,NA,9,NA,9,13.8,4,NAC,NAC,NAC,NA,NAC,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Lodhiyal_2003_banp,Anderson_2006_toba,NA,NA,Jennifer C. McGarvey,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
1481,Bhabar Shisham plantation chronosequence,Stand development of unmanaged monoculture.15 y,15,woody,2TEB,Dalbergia sissoo,DASI,NPP_1_OM,1996.666667,6,NA,9,NA,9,14.8,4,NAC,NAC,NAC,NA,NAC,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Lodhiyal_2003_banp,Anderson_2006_toba,NA,NA,Jennifer C. McGarvey,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
1487,Bhabar Shisham plantation chronosequence,Stand development of unmanaged monoculture.5 y,5,woody,2TEB,Dalbergia sissoo,DASI,NPP_1_OM,1996.666667,6,NA,9,NA,9,11.4,4,NAC,NAC,NAC,NA,NAC,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Lodhiyal_2003_banp,Anderson_2006_toba,NA,NA,Jennifer C. McGarvey,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
1493,Big Butte Springs 1,recently disturbed,11,woody,2TEN,NA,NAC,ANPP_1_C,2001,8,NA,9,NA,9,1.75,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
1496,Big Butte Springs 1,recently disturbed,11,woody,2TEN,NA,NAC,ANPP_2_C,2001,8,NA,9,NA,9,2.04,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
1504,Big Butte Springs 2,unmanaged,71,woody,2TEN,NA,NAC,ANPP_1_C,2001,8,NA,9,NA,9,2.46,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
1507,Big Butte Springs 2,unmanaged,71,woody,2TEN,NA,NAC,ANPP_2_C,2001,8,NA,9,NA,9,2.93,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
1515,Big Butte Springs 3,Managed,31,woody,2TEN,NA,NAC,ANPP_1_C,2001,8,NA,9,NA,9,3.13,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
1518,Big Butte Springs 3,Managed,31,woody,2TEN,NA,NAC,ANPP_2_C,2001,8,NA,9,NA,9,2.36,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
1527,Big Butte Springs 4,Managed,41,woody,2TEN,NA,NAC,ANPP_1_C,2001,8,NA,9,NA,9,5.53,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
1530,Big Butte Springs 4,Managed,41,woody,2TEN,NA,NAC,ANPP_2_C,2001,8,NA,9,NA,9,4.43,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
1538,Big Butte Springs 5,Managed,57,woody,2TEN,NA,NAC,ANPP_1_C,2001,8,NA,9,NA,9,3.03,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
1541,Big Butte Springs 5,Managed,57,woody,2TEN,NA,NAC,ANPP_2_C,2001,8,NA,9,NA,9,3.5,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
1548,Big Butte Springs 6,unmanaged,63,woody,2TEN,NA,NAC,ANPP_1_C,2001,8,NA,9,NA,9,4.02,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
1551,Big Butte Springs 6,unmanaged,63,woody,2TEN,NA,NAC,ANPP_2_C,2001,8,NA,9,NA,9,2.08,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
