Index,Lat,Long,Age_yr,AgeClass,BiomassRoot_gm2,BiomassAGW_gm2,BiomassFoliage_gm2,BiomassFruit_gm2,BiomassTotal_gm2,NPPRoot_gm2y,NPPAGW_gm2y,NPPFoliage_gm2y,NPPFruit_gm2y,NPPTotal_gm2y,Lgs_mo,MAT_C,GST_C,MAinvBT_eV-1,GSinvBT_eV-1,MAP_mm,GSP_mm,LeafType,BiomeClimate,BiomeSource,TEB_DD,Fertility,Source,SourceIndex,SourcePrimary,Methodology for biomass and production
96,58,27.5,51,51-100,4580,10620,1100,30,16330,449,561,270,26,1280,6,5.05,12.78333333,41.75548004,40.59325456,602.6,387.3,mixed,temperate forest,Fragaria-Hepatica Picea forest,70.65,High,Cannell (1982),page  367,Kolli and Kahrik (1970),
97,58,27.5,84,51-100,6460,13590,1350,20,21420,506,474,282,23,1262,6,5.05,12.78333333,41.75548004,40.59325456,602.6,387.3,mixed,temperate forest,Fragaria-Hepatica Picea forest,70.65,High,Cannell (1982),page  367,Kolli and Kahrik (1970),
98,44.3,129.4,114,101-200,5329,18053,691,,24073,112,383,623,,1118,5,3.775,17.68,42.01056045,39.90849767,555.2,451.4,needle,temperate forest,boreal/temperate Larix forest,28.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
99,52.3,124.7,111,101-200,1879,6533,271,,8683,37,128,216,,381,5,-3.441666667,13.34,43.18976635,40.51503571,485,408.1,needle,taiga,boreal/temperate Larix forest,18.05,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
100,51.7,126.6,75,51-100,2558,6517,293,,9368,103,238,290,,632,5,-1.416666667,15.4,42.86832341,40.22562939,485.3,402.1,needle,taiga,boreal/temperate Larix forest,13.1,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
101,46.5,131.8,108,101-200,2407,11062,460,,13927,60,268,332,,659,5,3.491666667,17.96,42.06261526,39.87029189,540.1,445.8,needle,temperate forest,boreal/temperate Larix forest,13.1,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
102,44.1,130.2,158,101-200,5244,18489,782,,24515,82,298,614,,994,5,2.366666667,15.62,42.21617979,40.19292259,579.5,465.9,needle,taiga,boreal/temperate Larix forest,13.1,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
103,51.4,125.2,104,101-200,4790,13766,541,,19096,109,312,541,,961,5,-2.925,13.66,43.1039013,40.46953731,497.2,421.3,needle,taiga,boreal/temperate Larix forest,12.05,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
104,52.6,124.2,53,51-100,3416,8232,520,,12167,153,376,391,,919,3,-5.308333333,14.63333333,43.49284026,40.32632035,502.4,320.8,needle,taiga,boreal/temperate Larix forest,18.05,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
105,49.5,128.4,85,51-100,3463,9558,398,,13417,101,276,387,,765,5,0.233333333,16.34,42.59634334,40.09439322,585.7,488.2,needle,taiga,boreal/temperate Larix forest,15.6,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
106,42.4,128.1,177,101-200,2101,20884,1064,,24047,33,296,1035,,1363,5,2.5,15.88,42.19906888,40.15696518,648.3,531.5,needle,taiga,boreal/temperate Larix forest,15.6,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
107,42.75,128.27,160,101-200,2011,22092,506,,24609,88,257,506,,851,5,3.225,16.46,42.08522982,40.07636757,623,511.1,needle,temperate forest,boreal/temperate Larix forest,15.6,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
108,42.2,127.3,195,101-200,1956,20981,1056,,23992,24,261,1056,,1340,5,3.35,16.98,42.07377311,40.00490929,753.2,607.8,needle,temperate forest,boreal/temperate Larix forest,12.05,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
109,52.5,124.5,100,51-100,468,4764,227,,5458,7,85,227,,318,4,-3.95,14.025,43.27223308,40.41708352,485.4,366.6,needle,taiga,boreal/temperate Larix forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
110,50.33,123,55,51-100,2381,7107,303,,9791,129,386,303,,818,3,-3.575,15.3,43.19573716,40.23299427,497.1,339.8,needle,taiga,boreal/temperate Larix forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
111,52.2,120.8,171,101-200,2438,11056,326,,13820,31,138,326,,495,3,-4.05,15.63333333,43.28617288,40.18649257,426.2,281.7,needle,taiga,boreal/temperate Larix forest,20.55,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
112,50.4,121.7,59,51-100,1501,5661,233,,7395,91,344,233,,668,3,-5.075,14,43.44292045,40.41517639,476.6,325.9,needle,taiga,boreal/temperate Larix forest,13.1,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
113,50.8,121.5,136,101-200,4286,11915,469,,16669,85,234,469,,787,3,-5.141666667,14.16666667,43.45811425,40.3917452,468.8,318.5,needle,taiga,boreal/temperate Larix forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
114,50.4,124,136,101-200,3251,9036,366,,12653,60,165,366,,591,5,-2.366666667,13.84,43.00801626,40.44393627,489.2,424.7,needle,taiga,boreal/temperate Larix forest,13.1,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
115,48.4,121.4,37,0-50,3971,6695,387,,11052,246,409,387,,1042,4,-2.133333333,13.375,42.93658347,40.50741974,500.6,403.2,needle,taiga,boreal/temperate Larix forest,13.1,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
116,47.1,119.9,39,0-50,1967,4331,206,,6505,143,305,206,,654,3,-3.758333333,13.9,43.20625406,40.4292279,459.6,294.7,needle,taiga,boreal/temperate Larix forest,17.85,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
117,50.9,121,39,0-50,3405,6528,344,,10276,208,394,344,,946,3,-5.375,13.93333333,43.49590216,40.42449092,471.1,318.9,needle,taiga,boreal/temperate Larix forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
118,50.5,123.2,36,0-50,2434,3963,234,,6631,171,268,234,,673,3,-3.475,15.66666667,43.18423588,40.18193133,488,330.5,needle,taiga,boreal/temperate Larix forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
119,51.3,121.5,43,0-50,3210,4384,294,,7888,180,249,294,,723,3,-6.175,13.3,43.62970202,40.51391364,484,325.7,needle,taiga,boreal/temperate Larix forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
120,50.6,122.4,47,0-50,3024,6178,311,,9512,154,310,311,,774,3,-4.858333333,14.23333333,43.40744087,40.38231636,490.1,333.9,needle,taiga,boreal/temperate Larix forest,14.65,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
121,50,121.6,50,0-50,3793,7336,384,,11512,172,329,384,,885,3,-5.016666667,13.73333333,43.42690403,40.45270033,489.4,336.2,needle,taiga,boreal/temperate Larix forest,14.65,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
122,52,122.2,59,51-100,4473,7227,430,,12130,177,282,430,,889,3,-6.033333333,13.9,43.61317111,40.42930475,478.5,315.9,needle,tundra,boreal/temperate Larix forest,20.55,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
123,52.3,122.2,35,0-50,2442,3400,225,,6067,157,219,225,,601,3,-5.883333333,14.13333333,43.58988451,40.39644809,472,310.6,needle,tundra,boreal/temperate Larix forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
124,51.3,120.8,31,0-50,3589,5447,338,,9375,263,398,338,,999,3,-4.833333333,14.53333333,43.40876977,40.34015751,459.4,309.5,needle,taiga,boreal/temperate Larix forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
125,49.5,121.3,53,51-100,3730,7198,377,,11306,164,315,377,,856,4,-3.091666667,13.45,43.10833557,40.49716423,472.3,379.7,needle,taiga,boreal/temperate Larix forest,10.25,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
126,37.86,111.57,48,0-50,964,6658,195,,7818,73,502,195,,770,5,4.05,14.5,41.92262402,40.34752791,625.4,493.8,needle,temperate forest,boreal/temperate Larix forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
127,38.67,111.88,54,51-100,979,6697,194,,7870,68,464,194,,725,5,1.658333333,12.3,42.28997388,40.65857022,639.4,505.4,needle,taiga,boreal/temperate Larix forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
128,38.84,112.04,43,0-50,880,5906,167,,6952,68,456,167,,691,5,1.775,12.5,42.2728823,40.6300978,628.9,498.4,needle,taiga,boreal/temperate Larix forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
129,38.95,112.12,46,0-50,1144,7941,234,,9319,90,623,234,,946,5,1.775,12.5,42.2728823,40.6300978,628.9,498.4,needle,taiga,boreal/temperate Larix forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
130,39.16,113.64,62,51-100,1453,9923,345,,11721,88,602,281,,971,7,8.3,16.15714286,41.28819507,40.12373595,514.1,473.7,needle,woodland/shrubland,boreal/temperate Larix forest,10.35,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
131,37.91,111.46,53,51-100,2403,14661,399,,17462,153,931,399,,1482,5,4.383333333,14.92,41.87310957,40.28864028,611.6,483.6,needle,temperate forest,boreal/temperate Larix forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
132,39,112.2,55,51-100,2177,14679,418,,17273,146,988,418,,1551,5,5.025,16.02,41.78151929,40.13547832,530.2,430.5,needle,woodland/shrubland,boreal/temperate Larix forest,14.55,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
133,37.83,111.5,31,0-50,2118,13003,425,,15546,144,884,425,,1452,5,4.908333333,15.32,41.7924598,40.23276556,625.4,493.8,needle,temperate forest,boreal/temperate Larix forest,3.45,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
134,30.9,102.4,193,101-200,3407,10774,395,,14576,60,173,395,,627,5,3.55,9.7,41.96065948,41.03010697,1021.7,655.4,needle,temperate forest,boreal/temperate Larix forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
135,30.9,102.3,164,101-200,2473,12997,468,,15938,47,230,405,,682,4,1.341666667,8.175,42.29881571,41.25180662,1031.8,537.1,needle,taiga,boreal/temperate Larix forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
136,47.8,88.1,30,0-50,2052,2951,191,,5193,238,322,191,,751,6,4.083333333,16.2,41.963158,40.11802365,175.1,97.9,needle,woodland/shrubland,boreal/temperate Larix forest,30.95,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
137,43.8,93,132,101-200,4223,10380,464,,15067,19,48,458,,525,5,4.158333333,16.26,41.92380205,40.10283836,191,143.4,needle,woodland/shrubland,boreal/temperate Larix forest,32.2,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
138,48.1,86.4,71,51-100,6393,16430,913,,23735,110,276,687,,1072,7,4.658333333,15.04285714,41.87182377,40.28478434,205.6,149.7,needle,woodland/shrubland,boreal/temperate Larix forest,30.95,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
139,48,86.9,172,101-200,6658,19482,795,,26933,60,144,745,,949,5,3.608333333,16.94,42.02546188,40.0089199,219.9,129,needle,woodland/shrubland,boreal/temperate Larix forest,14.65,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
140,47.7,86.9,177,101-200,8720,27199,1006,,36925,56,140,968,,1165,7,5.408333333,15.92857143,41.76097192,40.16117929,164.5,121.1,needle,woodland/shrubland,boreal/temperate Larix forest,30.95,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
141,47.8,88.7,107,101-200,5040,13688,682,,19411,62,146,541,,750,5,-0.283333333,12.34,42.6168261,40.65342055,196.3,124.9,needle,woodland/shrubland,boreal/temperate Larix forest,17.85,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
142,47,89.4,157,101-200,9200,28312,1125,,38637,36,107,1043,,1186,5,1.825,15.98,42.31604178,40.14171926,175.9,96.2,needle,woodland/shrubland,boreal/temperate Larix forest,20.25,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
143,47.1,89.3,156,101-200,6583,19493,834,,26909,47,106,731,,885,5,2.891666667,17.46,42.15942208,39.93731862,166.6,85.9,needle,woodland/shrubland,boreal/temperate Larix forest,19.75,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
144,42.8,93.1,139,101-200,7272,22297,1067,,30636,39,115,808,,961,3,11.075,26.4,40.91423571,38.74159689,61.5,39,needle,desert,boreal/temperate Larix forest,14.15,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
145,28.62,99.22,100,51-100,3775,11001,427,,15203,84,246,427,,757,7,8.575,12.67142857,41.20763725,40.60576253,668.2,577.4,needle,woodland/shrubland,boreal/temperate Larix forest,24.4,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
146,34.6,103.5,96,51-100,5872,15128,2302,,23301,173,437,480,,1090,5,3.308333333,10.88,42.0085424,40.86028306,593.8,471,needle,taiga,boreal/alpine Picea-Abies forest,8.7,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
147,42.4,117.2,55,51-100,1161,7395,699,,9255,65,415,140,,619,5,0.866666667,13.28,42.43579782,40.52065984,459.2,397.9,needle,taiga,boreal/alpine Picea-Abies forest,14.65,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
148,46.5,131.8,77,51-100,2172,9693,757,,12622,93,427,223,,743,5,3.491666667,17.96,42.06261526,39.87029189,521.5,429.3,needle,woodland/shrubland,boreal/alpine Picea-Abies forest,13.1,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
149,44.3,129.4,131,101-200,2971,15194,1239,,19403,85,428,299,,811,5,3.933333333,17.82,41.98609728,39.88927901,555.2,451.4,needle,woodland/shrubland,boreal/alpine Picea-Abies forest,28.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
150,52.6,124.2,80,51-100,1832,10072,916,,12820,72,405,216,,692,3,-5.308333333,14.63333333,43.49284026,40.32632035,502.4,320.8,needle,taiga,boreal/alpine Picea-Abies forest,18.05,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
151,52.4,125.4,50,0-50,1258,5204,386,,6848,66,290,145,,501,5,-2.766666667,14.08,43.08285359,40.41056549,487.7,405.1,needle,taiga,boreal/alpine Picea-Abies forest,20.55,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
152,52.5,124.5,75,51-100,1889,7503,560,,9952,72,301,234,,607,4,-3.95,14.025,43.27223308,40.41708352,485.4,366.6,needle,taiga,boreal/alpine Picea-Abies forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
153,52.3,124.7,100,51-100,3264,15893,1307,,20465,95,498,394,,986,5,-3.441666667,13.34,43.18976635,40.51503571,485,408.1,needle,taiga,boreal/alpine Picea-Abies forest,18.05,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
154,47.7,128.9,104,101-200,2702,16212,1422,,20335,90,540,311,,940,5,0.8,16.1,42.49399154,40.12752463,634,539.8,needle,taiga,boreal/alpine Picea-Abies forest,18.05,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
